state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
MS,78,408,361-7283,no,no,0,,,,,,,,,,,,,,,
MT,85,408,372-4868,no,yes,17,,,,,,,,,,,,,,,
AK,61,415,346-8863,no,yes,15,,,,,,,,,,,,,,,
DE,97,415,390-5267,no,yes,32,,,,,,,,,,,,,,,
OH,136,408,392-1547,yes,no,0,,,,,,,,,,,,,,,
MN,135,408,340-8177,no,no,0,,,,,,,,,,,,,,,
CA,87,415,383-4802,no,yes,19,,,,,,,,,,,,,,,
OH,165,510,378-8567,no,no,0,,,,,,,,,,,,,,,
NV,148,415,406-7844,no,no,0,,,,,,,,,,,,,,,
SC,99,415,402-9173,no,no,0,,,,,,,,,,,,,,,
WV,123,415,352-3440,no,no,0,,,,,,,,,,,,,,,
NM,127,415,363-1413,yes,no,0,,,,,,,,,,,,,,,
WY,151,415,394-8861,no,no,0,,,,,,,,,,,,,,,
CA,185,408,358-4036,no,no,0,,,,,,,,,,,,,,,
KS,65,415,392-4680,no,yes,34,,,,,,,,,,,,,,,
WY,58,510,354-2762,no,no,0,,,,,,,,,,,,,,,
OK,104,415,371-5811,no,no,0,,,,,,,,,,,,,,,
UT,44,415,387-2014,no,no,0,,,,,,,,,,,,,,,
MA,58,408,411-6598,no,no,0,,,,,,,,,,,,,,,
UT,108,415,355-9356,no,no,0,,,,,,,,,,,,,,,
MN,132,510,406-4720,no,no,0,,,,,,,,,,,,,,,
NE,80,415,356-7239,no,no,0,,,,,,,,,,,,,,,
OH,162,415,328-8747,no,no,0,,,,,,,,,,,,,,,
KY,110,510,388-9464,no,no,0,,,,,,,,,,,,,,,
WA,96,415,406-2866,no,no,0,,,,,,,,,,,,,,,
NY,168,408,333-5729,no,no,0,,,,,,,,,,,,,,,
IN,72,510,391-1499,no,no,0,,,,,,,,,,,,,,,
CO,125,408,386-8690,no,yes,23,,,,,,,,,,,,,,,
DC,170,510,391-2231,no,no,0,,,,,,,,,,,,,,,
AK,71,510,332-2275,no,no,0,,,,,,,,,,,,,,,
SC,124,415,340-4028,no,no,0,,,,,,,,,,,,,,,
KS,68,415,363-3486,no,no,0,,,,,,,,,,,,,,,
UT,97,415,418-3181,no,no,0,,,,,,,,,,,,,,,
IL,98,510,351-3316,yes,no,0,,,,,,,,,,,,,,,
DC,24,408,369-3626,no,no,0,,,,,,,,,,,,,,,
DC,136,510,353-2763,no,no,0,,,,,,,,,,,,,,,
OK,44,408,358-7165,no,no,0,,,,,,,,,,,,,,,
KY,96,415,353-3223,no,yes,40,,,,,,,,,,,,,,,
NE,31,415,338-9044,no,no,0,,,,,,,,,,,,,,,
AL,72,415,341-7296,no,no,0,,,,,,,,,,,,,,,
HI,24,415,398-4431,no,no,0,,,,,,,,,,,,,,,
SC,112,415,408-5601,no,yes,31,,,,,,,,,,,,,,,
GA,117,415,328-5188,yes,no,0,,,,,,,,,,,,,,,
KS,137,415,329-4474,no,yes,19,,,,,,,,,,,,,,,
PA,136,408,357-4573,no,no,0,,,,,,,,,,,,,,,
UT,95,415,341-7112,no,no,0,,,,,,,,,,,,,,,
OR,82,415,400-3147,no,yes,19,,,,,,,,,,,,,,,
ND,145,415,378-1936,no,no,0,,,,,,,,,,,,,,,
KY,56,415,347-1640,yes,no,0,,,,,,,,,,,,,,,
MN,155,408,374-9531,yes,no,0,,,,,,,,,,,,,,,
OH,133,408,380-4374,no,no,0,,,,,,,,,,,,,,,
TX,53,415,380-9409,no,no,0,,,,,,,,,,,,,,,
WY,123,415,387-1116,no,no,0,,,,,,,,,,,,,,,
GA,136,415,400-7509,no,no,0,,,,,,,,,,,,,,,
TX,57,415,403-6225,no,no,0,,,,,,,,,,,,,,,
WV,62,408,382-8274,no,no,0,,,,,,,,,,,,,,,
NM,112,415,354-5764,no,no,0,,,,,,,,,,,,,,,
MI,55,415,387-6912,no,yes,20,,,,,,,,,,,,,,,
NC,95,408,384-3413,no,no,0,,,,,,,,,,,,,,,
NY,125,415,367-3950,no,no,0,,,,,,,,,,,,,,,
TX,1,415,396-4254,no,no,0,,,,,,,,,,,,,,,
KY,98,415,333-3010,no,yes,36,,,,,,,,,,,,,,,
SD,105,415,393-1891,no,no,0,,,,,,,,,,,,,,,
ID,113,415,336-9053,no,yes,30,,,,,,,,,,,,,,,
OR,99,408,353-3372,no,no,0,,,,,,,,,,,,,,,
WI,103,415,386-8943,no,no,0,,,,,,,,,,,,,,,
WV,177,408,376-9716,no,no,0,,,,,,,,,,,,,,,
SC,149,415,370-8676,no,yes,20,,,,,,,,,,,,,,,
CT,160,415,360-2329,no,no,0,,,,,,,,,,,,,,,
NV,116,408,360-1320,no,no,0,,,,,,,,,,,,,,,
ND,90,415,329-8638,no,yes,22,,,,,,,,,,,,,,,
MI,148,415,385-1118,yes,no,0,,,,,,,,,,,,,,,
MT,147,415,408-8269,no,yes,35,,,,,,,,,,,,,,,
NE,95,510,391-2334,no,no,0,,,,,,,,,,,,,,,
UT,201,510,373-8900,no,no,0,,,,,,,,,,,,,,,
WV,80,415,382-3512,no,no,0,,,,,,,,,,,,,,,
AR,122,415,420-4089,yes,no,0,,,,,,,,,,,,,,,
MT,132,408,406-8465,no,no,0,,,,,,,,,,,,,,,
UT,83,510,386-6114,no,no,0,,,,,,,,,,,,,,,
HI,99,408,413-9328,no,no,0,,,,,,,,,,,,,,,
KS,84,415,335-7144,no,no,0,,,,,,,,,,,,,,,
NY,46,415,414-5177,no,no,0,,,,,,,,,,,,,,,
OH,87,510,350-5993,no,no,0,,,,,,,,,,,,,,,
HI,150,415,370-1465,no,no,0,,,,,,,,,,,,,,,
KS,73,408,385-2370,no,no,0,,,,,,,,,,,,,,,
IN,7,415,358-9146,no,no,0,,,,,,,,,,,,,,,
OR,89,415,357-8515,no,yes,12,,,,,,,,,,,,,,,
NY,131,408,406-8995,yes,no,0,,,,,,,,,,,,,,,
VA,105,415,344-3145,no,no,0,,,,,,,,,,,,,,,
MI,108,408,341-9890,yes,no,0,,,,,,,,,,,,,,,
ID,47,415,365-4387,no,yes,28,,,,,,,,,,,,,,,
MO,101,415,375-3341,yes,no,0,,,,,,,,,,,,,,,
AL,182,415,418-3096,no,yes,24,,,,,,,,,,,,,,,
OR,161,408,378-3879,no,no,0,,,,,,,,,,,,,,,
VT,128,408,344-1362,no,no,0,,,,,,,,,,,,,,,
AZ,69,415,419-3937,no,yes,31,,,,,,,,,,,,,,,
VA,113,408,348-4961,no,yes,34,,,,,,,,,,,,,,,
PA,87,408,329-1410,no,yes,30,,,,,,,,,,,,,,,
CO,71,415,332-9896,no,no,0,,,,,,,,,,,,,,,
KY,76,415,407-8575,no,no,0,,,,,,,,,,,,,,,
NJ,87,510,387-2799,no,no,0,,,,,,,,,,,,,,,
IL,117,408,373-9108,no,no,0,,,,,,,,,,,,,,,
WA,177,415,345-3947,no,no,0,,,,,,,,,,,,,,,
WV,95,415,356-7511,no,no,0,,,,,,,,,,,,,,,
RI,76,415,343-4516,no,no,0,,,,,,,,,,,,,,,
OH,66,415,408-6305,no,no,0,,,,,,,,,,,,,,,
MO,110,415,338-7305,no,no,0,,,,,,,,,,,,,,,
MD,204,510,401-3077,no,no,0,,,,,,,,,,,,,,,
OH,32,415,401-6977,no,yes,31,,,,,,,,,,,,,,,
VA,133,408,385-1464,no,yes,39,,,,,,,,,,,,,,,
FL,185,408,417-5034,no,no,0,,,,,,,,,,,,,,,
CO,103,415,420-7066,no,yes,37,,,,,,,,,,,,,,,
NY,91,510,394-8256,no,no,0,,,,,,,,,,,,,,,
WV,131,415,362-5044,no,no,0,,,,,,,,,,,,,,,
LA,153,510,350-2075,no,no,0,,,,,,,,,,,,,,,
MA,132,415,343-5372,no,yes,25,,,,,,,,,,,,,,,
UT,148,510,377-9520,no,no,0,,,,,,,,,,,,,,,
AL,141,408,391-6773,no,no,0,,,,,,,,,,,,,,,
ME,105,415,403-4442,no,no,0,,,,,,,,,,,,,,,
TX,169,408,379-5885,no,no,0,,,,,,,,,,,,,,,
ND,127,415,399-1021,no,yes,23,,,,,,,,,,,,,,,
CO,57,415,342-4004,no,no,0,,,,,,,,,,,,,,,
LA,123,415,382-7659,no,yes,33,,,,,,,,,,,,,,,
MT,103,510,342-1004,no,yes,35,,,,,,,,,,,,,,,
OR,101,415,398-5851,no,no,0,,,,,,,,,,,,,,,
NH,123,415,396-4869,no,yes,22,,,,,,,,,,,,,,,
NE,78,510,422-8333,no,yes,32,,,,,,,,,,,,,,,
WV,101,415,367-9127,no,yes,28,,,,,,,,,,,,,,,
NV,129,415,420-3028,no,no,0,,,,,,,,,,,,,,,
MA,67,415,357-6348,no,yes,34,,,,,,,,,,,,,,,
MI,37,415,386-1131,no,no,0,,,,,,,,,,,,,,,
KY,64,415,349-8391,yes,no,0,,,,,,,,,,,,,,,
WV,173,510,421-1484,no,no,0,,,,,,,,,,,,,,,
KY,135,510,414-2663,no,no,0,,,,,,,,,,,,,,,
NJ,75,415,327-6989,no,yes,42,,,,,,,,,,,,,,,
ME,88,415,405-5513,no,no,0,,,,,,,,,,,,,,,
TX,112,415,345-9168,no,no,0,,,,,,,,,,,,,,,
MN,113,408,417-5146,no,no,0,,,,,,,,,,,,,,,
VA,121,510,339-2792,no,yes,28,,,,,,,,,,,,,,,
DC,70,415,345-8397,no,no,0,,,,,,,,,,,,,,,
MD,90,415,344-6404,no,no,0,,,,,,,,,,,,,,,
RI,39,408,417-9455,no,no,0,,,,,,,,,,,,,,,
MA,142,408,343-1009,no,no,0,,,,,,,,,,,,,,,
MD,176,408,365-3493,no,no,0,,,,,,,,,,,,,,,
NM,105,408,376-7043,no,no,0,,,,,,,,,,,,,,,
MN,57,415,348-5728,no,no,0,,,,,,,,,,,,,,,
MI,110,510,357-5784,no,no,0,,,,,,,,,,,,,,,
AZ,88,415,417-9844,no,no,0,,,,,,,,,,,,,,,
AL,95,408,333-7225,no,no,0,,,,,,,,,,,,,,,
MI,147,415,382-4943,no,no,0,,,,,,,,,,,,,,,
SC,101,415,345-4589,no,no,0,,,,,,,,,,,,,,,
MS,115,415,404-6337,no,no,0,,,,,,,,,,,,,,,
MS,103,415,412-1470,no,no,0,,,,,,,,,,,,,,,
CA,82,415,394-9220,no,no,0,,,,,,,,,,,,,,,
MD,141,415,364-5362,no,no,0,,,,,,,,,,,,,,,
ND,149,408,372-9852,no,no,0,,,,,,,,,,,,,,,
IL,131,510,394-9984,no,no,0,,,,,,,,,,,,,,,
SD,119,510,402-1668,no,no,0,,,,,,,,,,,,,,,
AL,112,510,339-5659,no,no,0,,,,,,,,,,,,,,,
NV,116,510,341-7279,no,yes,35,,,,,,,,,,,,,,,
LA,94,415,371-3236,no,no,0,,,,,,,,,,,,,,,
VA,90,408,343-5679,no,no,0,,,,,,,,,,,,,,,
DE,114,415,347-4626,no,yes,31,,,,,,,,,,,,,,,
CT,63,408,344-8498,no,yes,25,,,,,,,,,,,,,,,
CO,130,408,349-3005,no,no,0,,,,,,,,,,,,,,,
MA,122,408,371-3498,no,yes,29,,,,,,,,,,,,,,,
OR,166,510,367-4853,no,no,0,,,,,,,,,,,,,,,
WA,62,415,422-3454,no,no,0,,,,,,,,,,,,,,,
SC,78,415,403-8915,no,yes,21,,,,,,,,,,,,,,,
IN,148,415,371-2418,no,yes,26,,,,,,,,,,,,,,,
MD,154,510,411-2977,no,no,0,,,,,,,,,,,,,,,
NV,110,408,389-8163,no,yes,34,,,,,,,,,,,,,,,
TX,75,415,417-4456,no,no,0,,,,,,,,,,,,,,,
ND,84,408,351-1894,no,yes,38,,,,,,,,,,,,,,,
WV,113,510,386-6408,no,no,0,,,,,,,,,,,,,,,
CO,181,510,370-9592,no,yes,40,,,,,,,,,,,,,,,
TX,51,415,397-9251,no,no,0,,,,,,,,,,,,,,,
FL,102,408,395-6913,no,yes,29,,,,,,,,,,,,,,,
AL,107,408,332-3804,no,no,0,,,,,,,,,,,,,,,
WV,88,510,421-1326,no,no,0,,,,,,,,,,,,,,,
MI,82,415,415-8200,no,no,0,,,,,,,,,,,,,,,
NY,204,415,371-9414,no,no,0,,,,,,,,,,,,,,,
MS,130,510,347-3895,no,no,0,,,,,,,,,,,,,,,
MO,174,510,342-5854,no,no,0,,,,,,,,,,,,,,,
AR,129,415,379-7192,no,no,0,,,,,,,,,,,,,,,
MS,190,415,394-5753,yes,no,0,,,,,,,,,,,,,,,
NY,54,510,390-6932,yes,no,0,,,,,,,,,,,,,,,
SD,78,408,394-3171,no,no,0,,,,,,,,,,,,,,,
AK,100,415,394-5202,no,yes,29,,,,,,,,,,,,,,,
WV,70,510,348-3777,no,yes,30,,,,,,,,,,,,,,,
SC,111,510,407-3949,no,no,0,,,,,,,,,,,,,,,
VA,117,408,363-4779,no,no,0,,,,,,,,,,,,,,,
MS,68,415,340-2239,no,no,0,,,,,,,,,,,,,,,
SD,27,510,359-3423,no,no,0,,,,,,,,,,,,,,,
MN,91,415,382-9297,no,no,0,,,,,,,,,,,,,,,
AL,181,415,330-9294,no,yes,27,,,,,,,,,,,,,,,
CO,118,415,362-8763,no,yes,36,,,,,,,,,,,,,,,
ME,112,415,403-4816,no,no,0,,,,,,,,,,,,,,,
GA,93,415,371-2155,no,no,0,,,,,,,,,,,,,,,
AZ,102,408,334-1339,no,no,0,,,,,,,,,,,,,,,
MA,93,415,341-7412,no,no,0,,,,,,,,,,,,,,,
AZ,107,415,375-4770,no,yes,32,,,,,,,,,,,,,,,
IN,100,415,406-7643,no,yes,32,,,,,,,,,,,,,,,
DE,115,415,415-8164,no,no,0,,,,,,,,,,,,,,,
WI,63,510,354-3545,no,yes,13,,,,,,,,,,,,,,,
ME,57,415,377-3139,no,no,0,,,,,,,,,,,,,,,
DC,119,408,418-7478,no,yes,26,,,,,,,,,,,,,,,
GA,73,408,385-6952,no,no,0,,,,,,,,,,,,,,,
HI,98,408,381-8593,no,yes,30,,,,,,,,,,,,,,,
VA,139,415,365-9371,yes,no,0,,,,,,,,,,,,,,,
NY,31,408,401-7335,no,yes,28,,,,,,,,,,,,,,,
PA,129,510,364-5126,no,yes,32,,,,,,,,,,,,,,,
AR,115,415,385-7157,no,no,0,,,,,,,,,,,,,,,
HI,108,415,385-4766,no,no,0,,,,,,,,,,,,,,,
DE,139,408,390-1760,no,no,0,,,,,,,,,,,,,,,
WV,102,408,365-8831,no,no,0,,,,,,,,,,,,,,,
OK,149,408,353-4002,no,no,0,,,,,,,,,,,,,,,
OR,113,415,367-5923,no,no,0,,,,,,,,,,,,,,,
ND,131,408,393-9548,no,yes,33,,,,,,,,,,,,,,,
MO,83,408,362-2356,no,no,0,,,,,,,,,,,,,,,
AR,96,415,365-2341,no,yes,21,,,,,,,,,,,,,,,
GA,98,408,388-8797,no,no,0,,,,,,,,,,,,,,,
TN,3,415,400-4713,no,no,0,,,,,,,,,,,,,,,
MA,77,408,420-3042,no,yes,17,,,,,,,,,,,,,,,
ND,75,408,396-4171,no,yes,24,,,,,,,,,,,,,,,
IA,40,510,389-8417,no,no,0,,,,,,,,,,,,,,,
NJ,108,415,339-4068,no,no,0,,,,,,,,,,,,,,,
MT,100,415,341-4873,no,no,0,,,,,,,,,,,,,,,
AL,16,415,336-2322,no,no,0,,,,,,,,,,,,,,,
NY,115,510,402-1607,no,yes,16,,,,,,,,,,,,,,,
PA,108,510,379-3037,no,yes,25,,,,,,,,,,,,,,,
VT,107,510,382-1399,no,no,0,,,,,,,,,,,,,,,
NC,161,415,394-5489,no,no,0,,,,,,,,,,,,,,,
CT,147,415,387-6065,no,no,0,,,,,,,,,,,,,,,
MO,107,415,327-6087,no,no,0,,,,,,,,,,,,,,,
WV,120,510,341-8667,no,no,0,,,,,,,,,,,,,,,
NJ,107,408,338-9612,no,yes,36,,,,,,,,,,,,,,,
AK,58,510,364-1134,no,no,0,,,,,,,,,,,,,,,
LA,91,408,413-4811,no,no,0,,,,,,,,,,,,,,,
AL,13,415,354-4333,no,no,0,,,,,,,,,,,,,,,
IN,104,408,382-2026,no,no,0,,,,,,,,,,,,,,,
MA,93,415,368-3287,no,yes,31,,,,,,,,,,,,,,,
DE,95,510,367-8298,no,no,0,,,,,,,,,,,,,,,
SC,104,415,391-1783,no,no,0,,,,,,,,,,,,,,,
NH,35,408,393-8762,no,no,0,,,,,,,,,,,,,,,
LA,62,415,385-1423,no,no,0,,,,,,,,,,,,,,,
MS,143,510,406-7670,no,no,0,,,,,,,,,,,,,,,
NM,62,415,339-5423,no,no,0,,,,,,,,,,,,,,,
WA,60,415,366-8939,yes,no,0,,,,,,,,,,,,,,,
SC,41,510,353-2391,no,no,0,,,,,,,,,,,,,,,
MT,34,415,372-4203,no,yes,14,,,,,,,,,,,,,,,
ME,56,408,385-5688,no,no,0,,,,,,,,,,,,,,,
NM,183,415,397-7453,no,no,0,,,,,,,,,,,,,,,
AZ,94,415,366-9015,no,no,0,,,,,,,,,,,,,,,
CT,73,415,356-1654,no,yes,47,,,,,,,,,,,,,,,
IL,123,408,337-3932,no,no,0,,,,,,,,,,,,,,,
IN,64,408,350-1126,no,no,0,,,,,,,,,,,,,,,
AR,127,415,416-3649,yes,no,0,,,,,,,,,,,,,,,
RI,33,415,349-1726,no,no,0,,,,,,,,,,,,,,,
ND,27,415,405-1589,no,no,0,,,,,,,,,,,,,,,
NH,123,408,366-7560,no,no,0,,,,,,,,,,,,,,,
NV,148,510,333-9643,no,no,0,,,,,,,,,,,,,,,
UT,81,415,355-6422,no,no,0,,,,,,,,,,,,,,,
NC,122,510,329-5400,no,yes,30,,,,,,,,,,,,,,,
MI,52,415,383-6356,no,no,0,,,,,,,,,,,,,,,
WI,91,408,377-7276,no,yes,44,,,,,,,,,,,,,,,
AR,54,415,337-1586,no,no,0,,,,,,,,,,,,,,,
NH,152,510,336-9273,no,no,0,,,,,,,,,,,,,,,
TX,201,415,415-5476,no,no,0,,,,,,,,,,,,,,,
ID,78,415,332-2650,no,no,0,,,,,,,,,,,,,,,
CT,67,415,418-8257,no,no,0,,,,,,,,,,,,,,,
NH,100,408,407-3121,no,no,0,,,,,,,,,,,,,,,
WY,41,510,381-2413,no,no,0,,,,,,,,,,,,,,,
OR,133,415,378-1144,no,no,0,,,,,,,,,,,,,,,
SC,36,408,359-5091,no,yes,43,,,,,,,,,,,,,,,
MD,51,510,378-6986,no,yes,28,,,,,,,,,,,,,,,
NY,122,415,386-6580,no,no,0,,,,,,,,,,,,,,,
NM,84,408,419-9713,no,yes,41,,,,,,,,,,,,,,,
LA,91,415,382-6153,no,no,0,,,,,,,,,,,,,,,
UT,110,408,332-1690,no,no,0,,,,,,,,,,,,,,,
AL,91,408,348-9383,yes,no,0,,,,,,,,,,,,,,,
DE,121,408,420-3857,no,no,0,,,,,,,,,,,,,,,
WV,109,415,405-2653,no,no,0,,,,,,,,,,,,,,,
KY,95,510,417-9278,no,no,0,,,,,,,,,,,,,,,
NC,72,415,352-5663,no,no,0,,,,,,,,,,,,,,,
WV,73,415,370-8786,no,no,0,,,,,,,,,,,,,,,
AZ,108,415,415-6333,no,no,0,,,,,,,,,,,,,,,
WV,58,408,391-6558,no,yes,39,,,,,,,,,,,,,,,
ND,148,415,396-4234,yes,no,0,,,,,,,,,,,,,,,
WA,76,510,345-6961,yes,no,0,,,,,,,,,,,,,,,
ID,103,415,346-5992,no,no,0,,,,,,,,,,,,,,,
CT,87,415,402-3908,no,no,0,,,,,,,,,,,,,,,
OK,35,510,350-2340,no,yes,37,,,,,,,,,,,,,,,
IA,88,415,410-2015,no,no,0,,,,,,,,,,,,,,,
NE,67,415,380-3311,no,yes,41,,,,,,,,,,,,,,,
ID,77,510,399-7029,no,yes,29,,,,,,,,,,,,,,,
OR,124,510,337-3868,no,no,0,,,,,,,,,,,,,,,
SD,30,415,354-8088,no,no,0,,,,,,,,,,,,,,,
DE,53,415,416-9723,no,yes,32,,,,,,,,,,,,,,,
WA,152,510,337-4403,no,no,0,,,,,,,,,,,,,,,
CT,100,510,416-1536,yes,no,0,,,,,,,,,,,,,,,
MN,59,408,386-3796,no,yes,32,,,,,,,,,,,,,,,
WA,143,510,340-4989,no,no,0,,,,,,,,,,,,,,,
PA,142,510,340-6221,no,yes,40,,,,,,,,,,,,,,,
ID,105,408,363-3469,no,no,0,,,,,,,,,,,,,,,
MS,111,408,345-3787,no,no,0,,,,,,,,,,,,,,,
WA,143,510,362-3107,no,no,0,,,,,,,,,,,,,,,
DC,93,408,345-1994,no,yes,22,,,,,,,,,,,,,,,
KY,79,415,377-5417,no,no,0,,,,,,,,,,,,,,,
OH,68,415,369-8574,yes,yes,24,,,,,,,,,,,,,,,
TN,93,510,344-6847,yes,no,0,,,,,,,,,,,,,,,
ID,103,415,391-7528,no,no,0,,,,,,,,,,,,,,,
WV,144,510,393-6053,no,yes,38,,,,,,,,,,,,,,,
WI,93,415,392-6286,no,no,0,,,,,,,,,,,,,,,
OK,149,510,365-9079,yes,no,0,,,,,,,,,,,,,,,
WV,23,510,399-3089,no,yes,31,,,,,,,,,,,,,,,
SD,221,510,365-2192,no,yes,24,,,,,,,,,,,,,,,
KS,164,510,394-3051,no,yes,30,,,,,,,,,,,,,,,
NC,104,415,357-2429,no,yes,18,,,,,,,,,,,,,,,
NY,150,415,421-6268,no,yes,35,,,,,,,,,,,,,,,
WI,184,408,401-5915,no,yes,12,,,,,,,,,,,,,,,
SC,88,408,348-6057,no,no,0,,,,,,,,,,,,,,,
UT,61,415,349-3843,yes,yes,29,,,,,,,,,,,,,,,
NC,110,408,396-5561,no,no,0,,,,,,,,,,,,,,,
IN,115,415,370-9622,no,no,0,,,,,,,,,,,,,,,
AR,33,408,371-9602,no,no,0,,,,,,,,,,,,,,,
ME,100,510,351-2815,no,no,0,,,,,,,,,,,,,,,
NY,209,415,369-8703,no,no,0,,,,,,,,,,,,,,,
OR,27,510,355-2840,no,no,0,,,,,,,,,,,,,,,
IL,117,415,372-1115,no,no,0,,,,,,,,,,,,,,,
MA,87,408,337-2986,no,no,0,,,,,,,,,,,,,,,
CT,129,510,404-3238,no,yes,27,,,,,,,,,,,,,,,
WI,142,510,397-4968,no,no,0,,,,,,,,,,,,,,,
OK,112,415,327-1058,no,no,0,,,,,,,,,,,,,,,
DE,75,510,419-9509,no,yes,28,,,,,,,,,,,,,,,
AZ,97,408,349-7282,no,yes,25,,,,,,,,,,,,,,,
AK,121,408,382-5743,no,yes,34,,,,,,,,,,,,,,,
MI,142,415,358-2694,yes,no,0,,,,,,,,,,,,,,,
WA,121,510,378-1884,no,no,0,,,,,,,,,,,,,,,
SD,87,415,330-1627,no,yes,33,,,,,,,,,,,,,,,
SD,34,408,392-5716,no,no,0,,,,,,,,,,,,,,,
AK,177,415,384-6132,yes,no,0,,,,,,,,,,,,,,,
MA,58,415,359-2740,no,yes,30,,,,,,,,,,,,,,,
AR,113,415,338-6714,yes,no,0,,,,,,,,,,,,,,,
KS,101,415,347-9968,no,no,0,,,,,,,,,,,,,,,
OR,89,415,343-3399,no,no,0,,,,,,,,,,,,,,,
NC,77,408,334-6129,yes,yes,44,,,,,,,,,,,,,,,
OK,146,510,377-4975,no,no,0,,,,,,,,,,,,,,,
NJ,93,415,405-3533,no,no,0,,,,,,,,,,,,,,,
OH,160,415,337-9326,no,no,0,,,,,,,,,,,,,,,
NM,55,415,338-6556,no,no,0,,,,,,,,,,,,,,,
OH,88,408,354-3040,no,no,0,,,,,,,,,,,,,,,
MI,63,510,396-1278,no,no,0,,,,,,,,,,,,,,,
KS,127,415,354-6810,no,yes,24,,,,,,,,,,,,,,,
IL,57,415,403-6237,no,yes,30,,,,,,,,,,,,,,,
RI,138,510,411-6823,yes,no,0,,,,,,,,,,,,,,,
AR,115,408,338-1400,no,no,0,,,,,,,,,,,,,,,
NY,171,415,412-6245,no,no,0,,,,,,,,,,,,,,,
WY,148,408,377-3417,no,no,0,,,,,,,,,,,,,,,
NC,127,510,343-2597,no,no,0,,,,,,,,,,,,,,,
OR,61,415,388-8282,no,no,0,,,,,,,,,,,,,,,
VT,131,415,416-8394,no,no,0,,,,,,,,,,,,,,,
SD,88,408,343-6643,no,no,0,,,,,,,,,,,,,,,
DC,130,510,330-4364,no,no,0,,,,,,,,,,,,,,,
RI,89,415,414-1537,no,yes,24,,,,,,,,,,,,,,,
ID,82,415,408-1913,no,no,0,,,,,,,,,,,,,,,
OK,138,510,406-5532,no,yes,33,,,,,,,,,,,,,,,
MN,115,415,417-7722,no,no,0,,,,,,,,,,,,,,,
WA,84,415,367-5226,no,no,0,,,,,,,,,,,,,,,
WV,117,510,344-5766,yes,no,0,,,,,,,,,,,,,,,
NH,60,415,405-1370,no,no,0,,,,,,,,,,,,,,,
WI,62,415,368-9073,no,no,0,,,,,,,,,,,,,,,
MD,133,510,373-7974,no,no,0,,,,,,,,,,,,,,,
IN,131,408,371-4633,no,no,0,,,,,,,,,,,,,,,
IN,65,408,336-4960,no,no,0,,,,,,,,,,,,,,,
NY,120,510,405-5083,no,yes,27,,,,,,,,,,,,,,,
OR,142,510,392-1105,no,yes,22,,,,,,,,,,,,,,,
OK,134,415,378-2397,no,no,0,,,,,,,,,,,,,,,
WI,87,415,331-4184,no,no,0,,,,,,,,,,,,,,,
NJ,139,415,376-2408,no,yes,43,,,,,,,,,,,,,,,
AR,76,408,345-3614,no,no,0,,,,,,,,,,,,,,,
UT,100,408,370-9296,no,no,0,,,,,,,,,,,,,,,
DC,99,415,402-5076,no,yes,31,,,,,,,,,,,,,,,
AK,99,510,401-7334,no,no,0,,,,,,,,,,,,,,,
AZ,48,415,409-3428,no,yes,27,,,,,,,,,,,,,,,
KS,57,415,362-2067,no,no,0,,,,,,,,,,,,,,,
OH,106,415,352-2270,no,yes,30,,,,,,,,,,,,,,,
KS,170,415,404-5840,no,yes,42,,,,,,,,,,,,,,,
SC,78,415,360-3126,no,no,0,,,,,,,,,,,,,,,
TN,39,408,364-8731,no,no,0,,,,,,,,,,,,,,,
CA,127,510,388-4331,no,no,0,,,,,,,,,,,,,,,
MI,119,510,335-7324,yes,yes,22,,,,,,,,,,,,,,,
IN,114,408,362-8886,no,no,0,,,,,,,,,,,,,,,
RI,95,408,410-4882,no,no,0,,,,,,,,,,,,,,,
MO,116,408,371-1139,no,no,0,,,,,,,,,,,,,,,
TN,110,415,391-5516,no,no,0,,,,,,,,,,,,,,,
CT,74,510,380-3186,no,no,0,,,,,,,,,,,,,,,
ME,148,408,347-9995,no,yes,33,,,,,,,,,,,,,,,
MD,83,510,340-9013,no,no,0,,,,,,,,,,,,,,,
NC,73,408,362-8378,no,no,0,,,,,,,,,,,,,,,
SC,111,415,418-8969,no,yes,21,,,,,,,,,,,,,,,
CA,84,415,417-1488,no,no,0,,,,,,,,,,,,,,,
LA,75,510,358-9898,yes,no,0,,,,,,,,,,,,,,,
WI,114,415,373-7308,no,yes,26,,,,,,,,,,,,,,,
IL,71,510,330-7137,yes,no,0,,,,,,,,,,,,,,,
IN,58,415,406-8445,no,yes,22,,,,,,,,,,,,,,,
AL,106,408,404-5283,no,yes,29,,,,,,,,,,,,,,,
OK,172,408,398-3632,no,no,0,,,,,,,,,,,,,,,
IA,45,415,399-5763,no,no,0,,,,,,,,,,,,,,,
VT,100,408,340-9449,yes,no,0,,,,,,,,,,,,,,,
NY,94,415,363-1123,no,no,0,,,,,,,,,,,,,,,
LA,128,415,361-2170,no,no,0,,,,,,,,,,,,,,,
SC,181,408,406-6304,no,no,0,,,,,,,,,,,,,,,
ID,127,408,392-5090,no,no,0,,,,,,,,,,,,,,,
MO,89,415,373-7713,no,no,0,,,,,,,,,,,,,,,
